function,beta,etaL,init,T,A,B,exp_diff,R2,ratio_k10,ratio_k100,ratio_k1000,ratio_k10000
f1_quad2d,0.9,2.5,zero_mom,100,last,pr,-0.7336,0.5698,4.324374e+01,9.993982e+00,5.995023e-02,8.538636e-01
f1_quad2d,0.9,2.5,zero_mom,100,last,suffix,-0.4561,0.7789,1.326657e+01,1.596639e+01,1.050713e+00,9.915624e-01
f1_quad2d,0.9,2.5,zero_mom,100,last,best,-0.0322,0.0667,1.000000e+00,2.099912e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.9,2.5,zero_mom,100,cesaro,pr,-0.7224,0.8188,7.993876e+01,1.362321e+02,3.216366e+00,1.088786e+00
f1_quad2d,0.9,2.5,zero_mom,100,cesaro,suffix,-0.4450,0.3684,2.452408e+01,2.176446e+02,5.637138e+01,1.264369e+00
f1_quad2d,0.9,2.5,zero_mom,100,cesaro,best,-0.0211,0.0011,1.848562e+00,2.862478e+01,5.365061e+01,1.275128e+00
f1_quad2d,0.9,2.5,zero_mom,100,pr,suffix,0.2775,0.2396,3.067858e-01,1.597601e+00,1.752642e+01,1.161266e+00
f1_quad2d,0.9,2.5,zero_mom,100,pr,best,0.7013,0.5625,2.312473e-02,2.101177e-01,1.668050e+01,1.171147e+00
f1_quad2d,0.9,2.5,zero_mom,100,suffix,best,0.4239,0.8846,7.537746e-02,1.315208e-01,9.517349e-01,1.008509e+00
f1_quad2d,0.9,2.5,zero_mom,1000,cesaro,pr,-1.0885,0.7829,3.367573e+03,9.824936e+03,2.614267e+02,2.654040e+00
f1_quad2d,0.9,2.5,zero_mom,10000,cesaro,pr,-1.1511,0.7791,3.355485e+05,9.789668e+05,2.604882e+04,1.636076e+02
f1_quad2d,0.9,2.9,zero_mom,100,last,cesaro,-0.5801,0.7609,8.388923e+01,9.121309e+00,9.271656e-01,2.094387e+00
f1_quad2d,0.9,2.9,zero_mom,100,last,pr,-1.1310,0.9024,2.474383e+03,6.462566e+02,3.885981e+00,2.311556e+00
f1_quad2d,0.9,2.9,zero_mom,100,last,suffix,-0.3823,0.6436,4.983454e+01,4.320003e+01,4.258717e+01,2.662087e+00
f1_quad2d,0.9,2.9,zero_mom,100,last,best,-0.2876,0.1817,1.452582e+01,2.719393e+02,6.624710e+01,2.558017e+00
f1_quad2d,0.9,2.9,zero_mom,100,cesaro,pr,-0.5509,0.7577,2.949584e+01,7.085130e+01,4.191248e+00,1.103691e+00
f1_quad2d,0.9,2.9,zero_mom,100,cesaro,suffix,0.1978,0.0952,5.940517e-01,4.736165e+00,4.593264e+01,1.271058e+00
f1_quad2d,0.9,2.9,zero_mom,100,cesaro,best,0.2925,0.0964,1.731547e-01,2.981363e+01,7.145121e+01,1.221368e+00
f1_quad2d,0.9,2.9,zero_mom,100,pr,suffix,0.7486,0.6148,2.014019e-02,6.684656e-02,1.095918e+01,1.151643e+00
f1_quad2d,0.9,2.9,zero_mom,100,pr,best,0.8434,0.5740,5.870480e-03,4.207915e-01,1.704772e+01,1.106621e+00
f1_quad2d,0.9,2.9,zero_mom,100,suffix,best,0.0947,0.0491,2.914809e-01,6.294887e+00,1.555565e+00,9.609066e-01
f1_quad2d,0.9,2.9,zero_mom,1000,cesaro,pr,-1.0392,0.7747,3.328522e+03,8.016045e+03,3.868681e+02,3.141967e+00
f1_quad2d,0.9,2.9,zero_mom,10000,cesaro,pr,-1.0841,0.7707,3.316574e+05,7.987271e+05,3.854794e+04,2.217810e+02
f1_quad2d,0.95,0.5,zero_mom,100,last,cesaro,-0.4675,0.5094,1.479926e+02,6.735830e+00,1.418093e+00,6.879391e+00
f1_quad2d,0.95,0.5,zero_mom,100,last,pr,-0.4751,0.6316,8.241462e+01,5.705893e+01,1.969471e+00,6.600840e+00
f1_quad2d,0.95,0.5,zero_mom,100,last,suffix,0.0976,0.3703,2.574820e+00,7.118285e+00,3.956010e+00,6.623483e+00
f1_quad2d,0.95,0.5,zero_mom,100,last,best,-0.0167,0.0056,3.668798e+00,1.394099e+01,3.244541e+00,5.248716e+00
f1_quad2d,0.95,0.5,zero_mom,100,cesaro,pr,-0.0076,0.0004,5.568833e-01,8.470958e+00,1.388816e+00,9.595094e-01
f1_quad2d,0.95,0.5,zero_mom,100,cesaro,suffix,0.5651,0.5566,1.739830e-02,1.056779e+00,2.789669e+00,9.628008e-01
f1_quad2d,0.95,0.5,zero_mom,100,cesaro,best,0.4508,0.3990,2.479041e-02,2.069676e+00,2.287961e+00,7.629623e-01
f1_quad2d,0.95,0.5,zero_mom,100,pr,suffix,0.5727,0.7934,3.124228e-02,1.247532e-01,2.008666e+00,1.003430e+00
f1_quad2d,0.95,0.5,zero_mom,100,pr,best,0.4585,0.7476,4.451635e-02,2.443261e-01,1.647418e+00,7.951588e-01
f1_quad2d,0.95,0.5,zero_mom,100,suffix,best,-0.1142,0.5945,1.424875e+00,1.958475e+00,8.201550e-01,7.924405e-01
f1_quad2d,0.95,0.5,zero_mom,1000,last,cesaro,5.1289,0.8331,5.056194e-16,5.231076e-17,3.625622e-10,3.310660e-01
f1_quad2d,0.95,0.5,zero_mom,1000,last,pr,4.1215,0.8407,3.880843e-13,1.568053e-13,1.388395e-08,4.768381e-01
f1_quad2d,0.95,0.5,zero_mom,1000,last,suffix,-0.8937,0.8272,1.907310e+02,7.446543e+01,6.549407e-01,9.697740e-01
f1_quad2d,0.95,0.5,zero_mom,1000,last,best,-0.5456,0.6008,1.633250e+01,6.560112e+01,1.000000e+00,1.000000e+00
f1_quad2d,0.95,0.5,zero_mom,1000,cesaro,pr,-1.0074,0.7774,7.675423e+02,2.997573e+03,3.829399e+01,1.440311e+00
f1_quad2d,0.95,0.5,zero_mom,1000,cesaro,suffix,-6.0226,0.8724,3.772225e+17,1.423520e+18,1.806423e+09,2.929246e+00
f1_quad2d,0.95,0.5,zero_mom,1000,cesaro,best,-5.6745,0.8309,3.230196e+16,1.254065e+18,2.758148e+09,3.020545e+00
f1_quad2d,0.95,0.5,zero_mom,1000,pr,suffix,-5.0152,0.8890,4.914681e+14,4.748910e+14,4.717250e+07,2.033760e+00
f1_quad2d,0.95,0.5,zero_mom,1000,pr,best,-4.6672,0.8406,4.208492e+13,4.183603e+14,7.202559e+07,2.097148e+00
f1_quad2d,0.95,0.5,zero_mom,1000,suffix,best,0.3481,0.6296,8.563103e-02,8.809607e-01,1.526856e+00,1.031168e+00
f1_quad2d,0.95,0.5,zero_mom,10000,cesaro,pr,-1.2299,0.7789,7.647872e+04,2.986813e+05,3.815523e+03,2.601041e+01
f1_quad2d,0.95,1.0,zero_mom,100,last,cesaro,-0.4745,0.6958,1.564578e+03,3.026136e+02,3.070039e+01,8.790853e+01
f1_quad2d,0.95,1.0,zero_mom,100,last,pr,-0.8348,0.8674,1.589103e+04,3.345507e+03,7.315179e+01,9.376339e+01
f1_quad2d,0.95,1.0,zero_mom,100,last,suffix,0.1139,0.2430,4.702651e+01,8.532593e+01,2.425697e+02,7.957419e+01
f1_quad2d,0.95,1.0,zero_mom,100,last,best,0.2165,0.6926,2.124815e+01,6.428603e+01,1.270073e+02,8.921508e+01
f1_quad2d,0.95,1.0,zero_mom,100,cesaro,pr,-0.3603,0.8790,1.015675e+01,1.105537e+01,2.382764e+00,1.066602e+00
f1_quad2d,0.95,1.0,zero_mom,100,cesaro,suffix,0.5884,0.5664,3.005699e-02,2.819633e-01,7.901194e+00,9.051931e-01
f1_quad2d,0.95,1.0,zero_mom,100,cesaro,best,0.6910,0.7021,1.358075e-02,2.124360e-01,4.136994e+00,1.014863e+00
f1_quad2d,0.95,1.0,zero_mom,100,pr,suffix,0.9487,0.7709,2.959312e-03,2.550463e-02,3.315978e+00,8.486702e-01
f1_quad2d,0.95,1.0,zero_mom,100,pr,best,1.0513,0.8523,1.337116e-03,1.921563e-02,1.736216e+00,9.514916e-01
f1_quad2d,0.95,1.0,zero_mom,100,suffix,best,0.1026,0.5640,4.518335e-01,7.534173e-01,5.235910e-01,1.121156e+00
f1_quad2d,0.95,1.0,zero_mom,1000,last,cesaro,3.9742,0.4895,2.311580e-15,2.341663e-16,2.348520e-17,8.791756e-02
f1_quad2d,0.95,1.0,zero_mom,1000,last,pr,3.1483,0.4374,1.687723e-12,2.974269e-13,6.137876e-15,1.920150e-01
f1_quad2d,0.95,1.0,zero_mom,1000,last,suffix,-0.7247,0.6654,2.283148e+02,1.810107e+02,1.472190e+02,9.390466e-01
f1_quad2d,0.95,1.0,zero_mom,1000,last,best,-0.2714,0.1232,1.739108e+01,2.667707e+01,2.710017e+02,1.000000e+00
f1_quad2d,0.95,1.0,zero_mom,1000,cesaro,pr,-0.8259,0.7157,7.301167e+02,1.270152e+03,2.613508e+02,2.184034e+00
f1_quad2d,0.95,1.0,zero_mom,1000,cesaro,suffix,-4.6989,0.5136,9.876999e+16,7.730008e+17,6.268587e+18,1.068099e+01
f1_quad2d,0.95,1.0,zero_mom,1000,cesaro,best,-4.2456,0.4421,7.523458e+15,1.139236e+17,1.153926e+19,1.137429e+01
f1_quad2d,0.95,1.0,zero_mom,1000,pr,suffix,-3.8730,0.4735,1.352797e+14,6.085890e+14,2.398533e+16,4.890486e+00
f1_quad2d,0.95,1.0,zero_mom,1000,pr,best,-3.4197,0.3889,1.030446e+13,8.969286e+13,4.415236e+16,5.207927e+00
f1_quad2d,0.95,1.0,zero_mom,1000,suffix,best,0.4533,0.7748,7.617150e-02,1.473784e-01,1.840807e+00,1.064910e+00
f1_quad2d,0.95,1.0,zero_mom,10000,cesaro,pr,-0.9171,0.7063,7.274958e+04,1.265593e+05,2.604127e+04,1.081103e+02
f1_quad2d,0.95,1.5,zero_mom,100,last,cesaro,-0.5608,0.8268,2.219587e+03,7.030379e+02,4.709801e+01,7.381390e+01
f1_quad2d,0.95,1.5,zero_mom,100,last,pr,-0.7244,0.9903,1.080440e+04,1.928453e+03,2.614623e+02,8.092574e+01
f1_quad2d,0.95,1.5,zero_mom,100,last,suffix,0.0929,0.1930,2.687298e+01,9.340126e+01,1.063623e+02,5.249251e+01
f1_quad2d,0.95,1.5,zero_mom,100,last,best,0.2437,0.3804,1.347598e+01,1.189205e+02,2.039356e+02,7.310847e+01
f1_quad2d,0.95,1.5,zero_mom,100,cesaro,pr,-0.1636,0.4341,4.867751e+00,2.743028e+00,5.551451e+00,1.096348e+00
f1_quad2d,0.95,1.5,zero_mom,100,cesaro,suffix,0.6537,0.7327,1.210720e-02,1.328538e-01,2.258319e+00,7.111467e-01
f1_quad2d,0.95,1.5,zero_mom,100,cesaro,best,0.8046,0.7150,6.071390e-03,1.691523e-01,4.330026e+00,9.904432e-01
f1_quad2d,0.95,1.5,zero_mom,100,pr,suffix,0.8173,0.9172,2.487226e-03,4.843326e-02,4.067979e-01,6.486504e-01
f1_quad2d,0.95,1.5,zero_mom,100,pr,best,0.9682,0.8742,1.247268e-03,6.166625e-02,7.799810e-01,9.034020e-01
f1_quad2d,0.95,1.5,zero_mom,100,suffix,best,0.1509,0.6052,5.014695e-01,1.273221e+00,1.917367e+00,1.392741e+00
f1_quad2d,0.95,1.5,zero_mom,1000,last,cesaro,3.6347,0.4821,6.650881e-15,7.240406e-16,7.304377e-17,1.864353e-02
f1_quad2d,0.95,1.5,zero_mom,1000,last,pr,2.9451,0.4727,4.776873e-12,7.370340e-13,8.917406e-14,6.335989e-02
f1_quad2d,0.95,1.5,zero_mom,1000,last,suffix,-0.8432,0.6901,6.759167e+02,2.028611e+02,3.097575e+02,9.077305e-01
f1_quad2d,0.95,1.5,zero_mom,1000,last,best,-0.4426,0.1742,3.074344e+01,7.086643e+02,7.714859e+02,1.000000e+00
f1_quad2d,0.95,1.5,zero_mom,1000,cesaro,pr,-0.6896,0.5240,7.182317e+02,1.017946e+03,1.220830e+03,3.398493e+00
f1_quad2d,0.95,1.5,zero_mom,1000,cesaro,suffix,-4.4779,0.5180,1.016281e+17,2.801792e+17,4.240710e+18,4.868878e+01
f1_quad2d,0.95,1.5,zero_mom,1000,cesaro,best,-4.0773,0.4288,4.622462e+15,9.787631e+17,1.056197e+19,5.363793e+01
f1_quad2d,0.95,1.5,zero_mom,1000,pr,suffix,-3.7883,0.5167,1.414977e+14,2.752398e+14,3.473628e+15,1.432658e+01
f1_quad2d,0.95,1.5,zero_mom,1000,pr,best,-3.3877,0.4117,6.435893e+12,9.615082e+14,8.651461e+15,1.578286e+01
f1_quad2d,0.95,1.5,zero_mom,1000,suffix,best,0.4006,0.3609,4.548407e-02,3.493347e+00,2.490613e+00,1.101649e+00
f1_quad2d,0.95,1.5,zero_mom,10000,cesaro,pr,-0.7275,0.5277,7.156535e+04,1.014292e+05,1.216448e+05,2.531489e+02
f1_quad2d,0.95,2.0,zero_mom,100,last,cesaro,-0.5772,0.9143,6.475166e+03,1.251042e+03,1.696653e+02,1.501720e+02
f1_quad2d,0.95,2.0,zero_mom,100,last,pr,-0.4795,0.7219,5.071931e+03,6.140178e+03,2.821149e+03,1.658001e+02
f1_quad2d,0.95,2.0,zero_mom,100,last,suffix,0.0184,0.1716,4.755590e+01,5.730395e+01,6.494304e+01,5.254409e+01
f1_quad2d,0.95,2.0,zero_mom,100,last,best,0.0194,0.0090,2.487437e+02,1.331574e+02,5.457509e+02,1.804048e+02
f1_quad2d,0.95,2.0,zero_mom,100,cesaro,pr,0.0977,0.0424,7.832896e-01,4.908050e+00,1.662773e+01,1.104068e+00
f1_quad2d,0.95,2.0,zero_mom,100,cesaro,suffix,0.5956,0.8839,7.344352e-03,4.580497e-02,3.827714e-01,3.498927e-01
f1_quad2d,0.95,2.0,zero_mom,100,cesaro,best,0.5966,0.7406,3.841502e-02,1.064372e-01,3.216631e+00,1.201321e+00
f1_quad2d,0.95,2.0,zero_mom,100,pr,suffix,0.4979,0.7889,9.376292e-03,9.332621e-03,2.302007e-02,3.169124e-01
f1_quad2d,0.95,2.0,zero_mom,100,pr,best,0.4989,0.7484,4.904319e-02,2.168625e-02,1.934499e-01,1.088086e+00
f1_quad2d,0.95,2.0,zero_mom,100,suffix,best,0.0010,0.0000,5.230553e+00,2.323704e+00,8.403531e+00,3.433399e+00
f1_quad2d,0.95,2.0,zero_mom,1000,last,cesaro,3.6033,0.4746,1.412002e-15,1.227844e-16,1.172363e-17,3.168740e-03
f1_quad2d,0.95,2.0,zero_mom,1000,last,pr,3.0517,0.5183,1.005903e-12,1.128409e-13,8.101158e-14,1.671033e-02
f1_quad2d,0.95,2.0,zero_mom,1000,last,suffix,-0.4268,0.1600,8.507103e+01,3.976495e+01,1.966193e+03,8.757142e-01
f1_quad2d,0.95,2.0,zero_mom,1000,last,best,-0.0512,0.0106,1.075126e+00,1.988248e+01,7.595475e+00,1.000000e+00
f1_quad2d,0.95,2.0,zero_mom,1000,cesaro,pr,-0.5516,0.2893,7.123948e+02,9.190159e+02,6.910111e+03,5.273493e+00
f1_quad2d,0.95,2.0,zero_mom,1000,cesaro,suffix,-4.0301,0.4226,6.024850e+16,3.238599e+17,1.677120e+20,2.763604e+02
f1_quad2d,0.95,2.0,zero_mom,1000,cesaro,best,-3.6545,0.4318,7.614191e+14,1.619300e+17,6.478774e+17,3.155828e+02
f1_quad2d,0.95,2.0,zero_mom,1000,pr,suffix,-3.4785,0.4494,8.457179e+13,3.523985e+14,2.427052e+16,5.240557e+01
f1_quad2d,0.95,2.0,zero_mom,1000,pr,best,-3.1030,0.4606,1.068816e+12,1.761993e+14,9.375789e+13,5.984323e+01
f1_quad2d,0.95,2.0,zero_mom,1000,suffix,best,0.3756,0.1627,1.263798e-02,5.000001e-01,3.863037e-03,1.141925e+00
f1_quad2d,0.95,2.0,zero_mom,10000,cesaro,pr,-0.5665,0.2946,7.098376e+04,9.157170e+04,6.885307e+05,4.687409e+02
f1_quad2d,0.95,2.5,zero_mom,100,last,cesaro,-0.6179,0.9577,1.281680e+03,4.008932e+02,4.284386e+01,2.354910e+01
f1_quad2d,0.95,2.5,zero_mom,100,last,pr,-0.4312,0.5741,7.705341e+02,7.433261e+02,8.580044e+02,2.683065e+01
f1_quad2d,0.95,2.5,zero_mom,100,last,suffix,-0.5391,0.5617,3.950153e+03,4.797226e+01,2.212302e+02,3.787278e+01
f1_quad2d,0.95,2.5,zero_mom,100,last,best,0.1853,0.3133,3.906737e+00,3.522836e+01,2.727705e+01,1.763819e+01
f1_quad2d,0.95,2.5,zero_mom,100,cesaro,pr,0.1866,0.1315,6.011906e-01,1.854175e+00,2.002631e+01,1.139350e+00
f1_quad2d,0.95,2.5,zero_mom,100,cesaro,suffix,0.0788,0.0196,3.082011e+00,1.196634e-01,5.163638e+00,1.608248e+00
f1_quad2d,0.95,2.5,zero_mom,100,cesaro,best,0.8031,0.8694,3.048137e-03,8.787468e-02,6.366617e-01,7.489963e-01
f1_quad2d,0.95,2.5,zero_mom,100,pr,suffix,-0.1079,0.0280,5.126513e+00,6.453729e-02,2.578428e-01,1.411549e+00
f1_quad2d,0.95,2.5,zero_mom,100,pr,best,0.6165,0.8347,5.070168e-03,4.739288e-02,3.179127e-02,6.573894e-01
f1_quad2d,0.95,2.5,zero_mom,100,suffix,best,0.7244,0.5058,9.890091e-04,7.343487e-01,1.232971e-01,4.657221e-01
f1_quad2d,0.95,2.5,zero_mom,1000,last,cesaro,3.1092,0.4615,8.715384e-15,8.484236e-16,8.540339e-17,4.331020e-04
f1_quad2d,0.95,2.5,zero_mom,1000,last,pr,2.7575,0.6273,6.178560e-12,7.350750e-13,1.577499e-11,3.458040e-03
f1_quad2d,0.95,2.5,zero_mom,1000,last,suffix,-0.8146,0.5445,4.646298e+02,6.088456e+02,7.294327e+02,8.428531e-01
f1_quad2d,0.95,2.5,zero_mom,1000,last,best,-0.3658,0.4755,1.803830e+01,2.265804e+01,2.922156e+01,1.000000e+00
f1_quad2d,0.95,2.5,zero_mom,1000,cesaro,pr,-0.3516,0.0646,7.089258e+02,8.664010e+02,1.847115e+05,7.984356e+00
f1_quad2d,0.95,2.5,zero_mom,1000,cesaro,suffix,-3.9237,0.4776,5.331146e+16,7.176198e+17,8.541027e+18,1.946084e+03
f1_quad2d,0.95,2.5,zero_mom,1000,cesaro,best,-3.4750,0.4629,2.069708e+15,2.670604e+16,3.421593e+17,2.308925e+03
f1_quad2d,0.95,2.5,zero_mom,1000,pr,suffix,-3.5721,0.6092,7.520034e+13,8.282768e+14,4.623983e+13,2.437372e+02
f1_quad2d,0.95,2.5,zero_mom,1000,pr,best,-3.1234,0.6089,2.919498e+12,3.082412e+13,1.852399e+12,2.891811e+02
f1_quad2d,0.95,2.5,zero_mom,1000,suffix,best,0.4487,0.6072,3.882294e-02,3.721475e-02,4.006067e-02,1.186446e+00
f1_quad2d,0.95,2.5,zero_mom,10000,cesaro,pr,-0.3570,0.0661,7.063810e+04,8.632910e+04,1.840484e+07,7.634832e+02
f1_quad2d,0.95,2.9,zero_mom,100,last,cesaro,-0.8433,0.9628,1.059896e+03,1.172432e+02,8.707115e+00,3.895855e+00
f1_quad2d,0.95,2.9,zero_mom,100,last,pr,-0.5096,0.6932,2.771325e+02,9.350369e+01,1.561956e+02,4.672975e+00
f1_quad2d,0.95,2.9,zero_mom,100,last,suffix,-0.0916,0.1660,1.452059e+01,3.758847e+00,1.221126e+01,4.853293e+00
f1_quad2d,0.95,2.9,zero_mom,100,last,best,0.2501,0.4886,1.000000e+00,1.000000e+00,9.070231e+00,3.268750e+00
f1_quad2d,0.95,2.9,zero_mom,100,cesaro,pr,0.3337,0.3057,2.614715e-01,7.975192e-01,1.793885e+01,1.199474e+00
f1_quad2d,0.95,2.9,zero_mom,100,cesaro,suffix,0.7517,0.8539,1.370002e-02,3.206026e-02,1.402446e+00,1.245758e+00
f1_quad2d,0.95,2.9,zero_mom,100,cesaro,best,1.0934,0.8789,9.434890e-04,8.529281e-03,1.041703e+00,8.390328e-01
f1_quad2d,0.95,2.9,zero_mom,100,pr,suffix,0.4180,0.6899,5.239585e-02,4.019999e-02,7.817925e-02,1.038587e+00
f1_quad2d,0.95,2.9,zero_mom,100,pr,best,0.7597,0.9688,3.608382e-03,1.069476e-02,5.806969e-02,6.995009e-01
f1_quad2d,0.95,2.9,zero_mom,100,suffix,best,0.3417,0.8474,6.886770e-02,2.660390e-01,7.427762e-01,6.735117e-01
f1_quad2d,0.95,2.9,zero_mom,1000,last,cesaro,2.8422,0.4516,1.173408e-14,1.201031e-15,1.209351e-16,7.514935e-05
f1_quad2d,0.95,2.9,zero_mom,1000,last,pr,2.4918,0.5958,8.296258e-12,1.007998e-12,8.799416e-12,8.151968e-04
f1_quad2d,0.95,2.9,zero_mom,1000,last,suffix,-0.8263,0.5735,2.905205e+02,1.192336e+03,2.938806e+02,8.158275e-01
f1_quad2d,0.95,2.9,zero_mom,1000,last,best,-0.5000,0.3682,9.104217e+01,3.850342e+01,2.902541e+02,1.000000e+00
f1_quad2d,0.95,2.9,zero_mom,1000,cesaro,pr,-0.3504,0.0838,7.070224e+02,8.392769e+02,7.276146e+04,1.084769e+01
f1_quad2d,0.95,2.9,zero_mom,1000,cesaro,suffix,-3.6685,0.4804,2.475870e+16,9.927597e+17,2.430068e+18,1.085608e+04
f1_quad2d,0.95,2.9,zero_mom,1000,cesaro,best,-3.3423,0.4423,7.758782e+15,3.205863e+16,2.400081e+18,1.330683e+04
f1_quad2d,0.95,2.9,zero_mom,1000,pr,suffix,-3.3181,0.5913,3.501826e+13,1.182875e+15,3.339774e+13,1.000774e+03
f1_quad2d,0.95,2.9,zero_mom,1000,pr,best,-2.9919,0.5622,1.097388e+13,3.819792e+13,3.298561e+13,1.226698e+03
f1_quad2d,0.95,2.9,zero_mom,1000,suffix,best,0.3263,0.3388,3.133760e-01,3.229243e-02,9.876599e-01,1.225749e+00
f1_quad2d,0.95,2.9,zero_mom,10000,cesaro,pr,-0.3526,0.0845,7.044845e+04,8.362642e+04,7.250028e+06,1.062742e+03
f1_quad2d,0.99,0.5,zero_mom,100,last,cesaro,-0.1411,0.4865,4.772291e+03,2.868424e+03,1.125250e+03,2.207330e+03
f1_quad2d,0.99,0.5,zero_mom,100,last,pr,0.0172,0.4298,9.033992e+02,1.000919e+03,1.093778e+03,1.001168e+03
f1_quad2d,0.99,0.5,zero_mom,100,last,suffix,0.1985,0.8076,1.258619e+01,3.383899e+01,5.075191e+01,5.045573e+01
f1_quad2d,0.99,0.5,zero_mom,100,last,best,0.2881,0.9216,1.845366e+02,4.089284e+02,4.770084e+02,1.600542e+03
f1_quad2d,0.99,0.5,zero_mom,100,cesaro,pr,0.1583,0.4822,1.893010e-01,3.489439e-01,9.720311e-01,4.535651e-01
f1_quad2d,0.99,0.5,zero_mom,100,cesaro,suffix,0.3396,0.6922,2.637347e-03,1.179707e-02,4.510280e-02,2.285827e-02
f1_quad2d,0.99,0.5,zero_mom,100,cesaro,best,0.4292,0.9696,3.866836e-02,1.425620e-01,4.239134e-01,7.251030e-01
f1_quad2d,0.99,0.5,zero_mom,100,pr,suffix,0.1813,0.8390,1.393203e-02,3.380792e-02,4.640057e-02,5.039688e-02
f1_quad2d,0.99,0.5,zero_mom,100,pr,best,0.2709,0.8801,2.042692e-01,4.085529e-01,4.361110e-01,1.598675e+00
f1_quad2d,0.99,0.5,zero_mom,100,suffix,best,0.0896,0.2578,1.466184e+01,1.208453e+01,9.398827e+00,3.172170e+01
f1_quad2d,0.99,0.5,zero_mom,1000,last,cesaro,-1.0139,0.9991,7.785516e+03,6.109643e+02,6.664844e+01,6.797806e+00
f1_quad2d,0.99,0.5,zero_mom,1000,last,pr,-0.7900,0.7943,2.817717e+04,6.457179e+04,3.342588e+03,1.758146e+02
f1_quad2d,0.99,0.5,zero_mom,1000,last,suffix,0.0324,0.0435,1.712417e+02,6.462529e+01,1.441726e+02,1.680426e+02
f1_quad2d,0.99,0.5,zero_mom,1000,last,best,0.1406,0.1435,1.219087e+02,5.026072e+01,7.134306e+02,1.481853e+02
f1_quad2d,0.99,0.5,zero_mom,1000,cesaro,pr,0.2238,0.2114,3.619178e+00,1.056883e+02,5.015254e+01,2.586343e+01
f1_quad2d,0.99,0.5,zero_mom,1000,cesaro,suffix,1.0463,0.9866,2.199490e-02,1.057759e-01,2.163180e+00,2.472013e+01
f1_quad2d,0.99,0.5,zero_mom,1000,cesaro,best,1.1545,0.9232,1.565840e-02,8.226458e-02,1.070439e+01,2.179898e+01
f1_quad2d,0.99,0.5,zero_mom,1000,pr,suffix,0.8224,0.6928,6.077319e-03,1.000829e-03,4.313202e-02,9.557947e-01
f1_quad2d,0.99,0.5,zero_mom,1000,pr,best,0.9307,0.7167,4.326506e-03,7.783696e-04,2.134366e-01,8.428498e-01
f1_quad2d,0.99,0.5,zero_mom,1000,suffix,best,0.1083,0.1215,7.119103e-01,7.777252e-01,4.948449e+00,8.818314e-01
f1_quad2d,0.99,0.5,zero_mom,10000,cesaro,pr,0.0121,0.0252,2.561273e+03,2.657008e+03,4.005091e+03,2.451730e+03
f1_quad2d,0.99,1.0,zero_mom,100,last,cesaro,-0.2115,0.9087,1.666163e+03,1.523684e+03,8.571550e+02,3.980232e+02
f1_quad2d,0.99,1.0,zero_mom,100,last,pr,-0.0614,0.3530,4.470293e+02,2.267865e+02,3.278143e+02,2.467313e+02
f1_quad2d,0.99,1.0,zero_mom,100,last,suffix,-0.0149,0.1167,3.248693e+00,2.365316e+00,2.726356e+00,2.763307e+00
f1_quad2d,0.99,1.0,zero_mom,100,last,best,0.3742,0.6870,2.730164e+01,2.043198e+01,3.922807e+01,3.883566e+02
f1_quad2d,0.99,1.0,zero_mom,100,cesaro,pr,0.1501,0.5513,2.682986e-01,1.488409e-01,3.824446e-01,6.198918e-01
f1_quad2d,0.99,1.0,zero_mom,100,cesaro,suffix,0.1966,0.7775,1.949805e-03,1.552366e-03,3.180704e-03,6.942579e-03
f1_quad2d,0.99,1.0,zero_mom,100,cesaro,best,0.5858,0.7734,1.638593e-02,1.340959e-02,4.576543e-02,9.757134e-01
f1_quad2d,0.99,1.0,zero_mom,100,pr,suffix,0.0465,0.4774,7.267293e-03,1.042970e-02,8.316769e-03,1.119966e-02
f1_quad2d,0.99,1.0,zero_mom,100,pr,best,0.4357,0.7722,6.107349e-02,9.009349e-02,1.196655e-01,1.574006e+00
f1_quad2d,0.99,1.0,zero_mom,100,suffix,best,0.3892,0.7483,8.403884e+00,8.638164e+00,1.438846e+01,1.405405e+02
f1_quad2d,0.99,1.0,zero_mom,1000,last,cesaro,-1.0371,0.9999,4.572550e+03,4.041746e+02,3.688753e+01,3.545753e+00
f1_quad2d,0.99,1.0,zero_mom,1000,last,pr,-0.0857,0.0625,8.235891e+03,5.390078e+03,9.394637e+02,7.637215e+03
f1_quad2d,0.99,1.0,zero_mom,1000,last,suffix,0.4975,0.8628,2.675657e+01,1.504598e+02,1.273237e+02,1.288547e+03
f1_quad2d,0.99,1.0,zero_mom,1000,last,best,-0.0819,0.0244,1.166650e+02,4.303371e+00,7.552194e+00,5.157163e+01
f1_quad2d,0.99,1.0,zero_mom,1000,cesaro,pr,0.9514,0.8953,1.801159e+00,1.333601e+01,2.546833e+01,2.153905e+03
f1_quad2d,0.99,1.0,zero_mom,1000,cesaro,suffix,1.5347,0.9840,5.851564e-03,3.722643e-01,3.451673e+00,3.634056e+02
f1_quad2d,0.99,1.0,zero_mom,1000,cesaro,best,0.9552,0.7776,2.551420e-02,1.064731e-02,2.047357e-01,1.454462e+01
f1_quad2d,0.99,1.0,zero_mom,1000,pr,suffix,0.5833,0.9034,3.248776e-03,2.791421e-02,1.355280e-01,1.687194e-01
f1_quad2d,0.99,1.0,zero_mom,1000,pr,best,0.0038,0.0001,1.416543e-02,7.983875e-04,8.038835e-03,6.752675e-03
